Tags,Ticket,Open Date,Close Date,Symbol,Action,Lots,SL,TP,Open Price,Close Price,Commission,Swap,Pips,Profit,Gain,Comment,Magic Number,Duration (DD:HH:MM:SS),Profitable(%),Profitable(time duration),Drawdown,Risk:Reward,Max(pips),Max(GBP),Min(pips),Min(GBP),Entry Accuracy(%),Exit Accuracy(%),ProfitMissed(pips),ProfitMissed(GBP)
,24745351,24/06/2016 02:25,24/06/2016 04:30,AUDCHF,Buy,0.01,0.00000,0.00000,0.72380,0.72517,0.0000,0.0000,13.7,0.99,0.00,"",0,00:02:04:50,64.0,1h 19m,87.5,1.27,38.5,2.6950000000000003,-49.0,-3.43,44.0,71.7,-24.80,-1.74
,24721864,24/06/2016 02:29,24/06/2016 04:22,AUDCHF,Buy,0.01,0.00000,0.00000,0.72278,0.72419,0.0000,0.0000,14.1,1.03,0.00,"",0,00:01:52:36,86.8,1h 37m,87.5,0.80,48.7,3.4090000000000007,-38.8,-2.716,55.7,60.5,-34.60,-2.42
,24721812,24/06/2016 02:29,24/06/2016 04:22,AUDCHF,Buy,0.01,0.00000,0.00000,0.72278,0.72418,0.0000,0.0000,14.0,1.02,0.00,"",0,00:01:52:36,86.8,1h 37m,87.5,0.80,48.7,3.4090000000000007,-38.8,-2.716,55.7,60.3,-34.70,-2.43
,24721951,24/06/2016 04:06,24/06/2016 04:21,AUDCHF,Buy,0.01,0.00000,0.00000,0.72177,0.72344,0.0000,0.0000,16.7,1.21,0.00,"",0,00:00:15:42,73.4,11m,39.8,0.81,32.4,2.2680000000000002,-26.2,-1.834,55.3,73.2,-15.70,-1.10
,24721988,24/06/2016 04:06,24/06/2016 04:21,AUDCHF,Buy,0.01,0.00000,0.00000,0.72177,0.72330,0.0000,0.0000,15.3,1.11,0.00,"",0,00:00:15:41,73.4,11m,39.8,0.81,32.4,2.2680000000000002,-26.2,-1.834,55.3,70.8,-17.10,-1.20
,24610716,24/06/2016 04:06,24/06/2016 04:21,AUDCHF,Buy,0.01,0.00000,0.00000,0.72089,0.72280,0.0000,0.0000,19.1,1.39,0.00,"jay",0,00:00:14:41,93.4,13m,39.8,0.42,41.2,2.8840000000000003,-17.4,-1.218,70.3,62.3,-22.10,-1.55
,24610696,24/06/2016 04:06,24/06/2016 04:21,AUDCHF,Buy,0.01,0.00000,0.00000,0.72089,0.72278,0.0000,0.0000,18.9,1.38,0.00,"jay",0,00:00:14:41,93.4,13m,39.8,0.42,41.2,2.8840000000000003,-17.4,-1.218,70.3,61.9,-22.30,-1.56
,24610759,24/06/2016 04:06,24/06/2016 04:21,AUDCHF,Buy,0.01,0.00000,0.00000,0.72089,0.72284,0.0000,0.0000,19.5,1.42,0.00,"jay",0,00:00:14:40,93.4,13m,39.8,0.42,41.2,2.8840000000000003,-17.4,-1.218,70.3,63.0,-21.70,-1.52
,21659057,01/06/2016 11:23,24/06/2016 00:05,AUDCHF,Buy,0.05,0.00000,0.73000,0.71989,0.73003,0.0000,3.2500,101.4,38.86,0.01,"[tp]",0,22:12:41:58,6.4,1d 10h ,179.3,1.11,142.8,49.980000000000004,-158.0,-55.3,47.5,86.2,-41.40,-14.49
,24745223,23/06/2016 18:43,23/06/2016 19:39,AUDCHF,Buy,0.01,0.00000,0.00000,0.72639,0.72740,0.0000,0.0000,10.1,0.71,0.00,"",0,00:00:56:11,46.5,26m,8.3,0.38,11.5,0.805,-4.4,-0.30800000000000005,72.3,91.2,-1.40,-0.10
,24745209,23/06/2016 18:43,23/06/2016 19:39,AUDCHF,Buy,0.01,0.00000,0.00000,0.72639,0.72735,0.0000,0.0000,9.6,0.68,0.00,"",0,00:00:56:16,46.5,26m,8.3,0.38,11.5,0.805,-4.4,-0.30800000000000005,72.3,88.1,-1.90,-0.13
,24745182,23/06/2016 18:43,23/06/2016 19:39,AUDCHF,Buy,0.01,0.00000,0.00000,0.72636,0.72738,0.0000,0.0000,10.2,0.72,0.00,"",0,00:00:56:22,50.0,28m,8.3,0.35,11.8,0.8260000000000002,-4.1,-0.287,74.2,89.9,-1.60,-0.11
,24676322,23/06/2016 14:25,23/06/2016 18:15,AUDCHF,Buy,0.01,0.00000,0.72600,0.72408,0.72604,0.0000,0.0000,19.6,1.38,0.00,"jay",0,00:03:49:57,57.0,2h 11m,23.4,0.93,22.5,1.5750000000000002,-21.0,-1.4700000000000002,51.7,93.3,-2.90,-0.20
,21618117,01/06/2016 04:40,23/06/2016 18:15,AUDCHF,Buy,0.01,0.00000,0.72590,0.72490,0.72591,0.0000,0.6800,10.1,1.39,0.00,"[tp]",0,22:13:34:32,0.5,2h 42m,208.1,15.55,13.4,0.9380000000000002,-208.1,-14.567,6.0,98.5,-3.30,-0.23
,24676258,23/06/2016 14:25,23/06/2016 16:41,AUDCHF,Buy,0.01,0.00000,0.00000,0.72403,0.72504,0.0000,0.0000,10.1,0.71,0.00,"jay",0,00:02:16:28,42.0,57m,20.9,1.21,17.0,1.1900000000000002,-20.5,-1.435,45.3,81.6,-6.90,-0.48
,24676217,23/06/2016 14:25,23/06/2016 16:41,AUDCHF,Buy,0.01,0.00000,0.00000,0.72402,0.72498,0.0000,0.0000,9.6,0.68,0.00,"jay",0,00:02:16:36,42.0,57m,20.9,1.19,17.1,1.1970000000000003,-20.4,-1.428,45.6,80.0,-7.50,-0.53
,24676274,23/06/2016 14:25,23/06/2016 16:41,AUDCHF,Buy,0.01,0.00000,0.00000,0.72404,0.72504,0.0000,0.0000,10.0,0.70,0.00,"jay",0,00:02:16:23,42.0,57m,20.9,1.22,16.9,1.183,-20.6,-1.4420000000000002,45.1,81.6,-6.90,-0.48
,24628894,23/06/2016 14:59,23/06/2016 16:12,AUDCHF,Buy,0.01,0.00000,0.00000,0.72195,0.72497,0.0000,0.0000,30.2,2.12,0.00,"jay",0,00:01:12:44,100.0,1h 12m,9.6,0.03,37.8,2.646,0.0,0.0,100.0,79.9,-7.60,-0.53
,24688788,23/06/2016 15:17,23/06/2016 15:39,AUDCHF,Buy,0.01,0.00000,0.72400,0.72236,0.72400,0.0000,0.0000,16.4,1.15,0.00,"jay[tp]",0,00:00:21:35,91.0,19m,5.3,0.14,16.5,1.155,-2.3,-0.161,87.8,99.5,-0.10,-0.01
,24688756,23/06/2016 15:17,23/06/2016 15:39,AUDCHF,Buy,0.01,0.00000,0.72400,0.72240,0.72400,0.0000,0.0000,16.0,1.12,0.00,"jay[tp]",0,00:00:21:48,91.0,19m,5.3,0.17,16.1,1.1270000000000002,-2.7,-0.18900000000000003,85.6,99.5,-0.10,-0.01
,24688730,23/06/2016 15:17,23/06/2016 15:39,AUDCHF,Buy,0.01,0.00000,0.72400,0.72243,0.72400,0.0000,0.0000,15.7,1.10,0.00,"jay[tp]",0,00:00:21:56,86.4,18m,5.3,0.19,15.8,1.106,-3.0,-0.21000000000000002,84.0,99.5,-0.10,-0.01
,21624169,01/06/2016 05:53,23/06/2016 13:36,AUDCHF,Buy,0.01,0.00000,0.72522,0.72422,0.72522,0.0000,0.6800,10.0,1.38,0.00,"jay",0,22:07:43:54,0.2,1h 7m,201.3,20.16,10.0,0.7000000000000001,-201.3,-14.091000000000003,4.7,100.0,0.00,0.00
,21624168,01/06/2016 05:52,23/06/2016 13:36,AUDCHF,Buy,0.01,0.00000,0.72521,0.72421,0.72521,0.0000,0.6800,10.0,1.38,0.00,"[tp]",0,22:07:43:57,0.2,1h 7m,201.2,20.12,10.0,0.7000000000000001,-201.2,-14.084000000000001,4.7,100.0,0.00,0.00
,21624167,01/06/2016 05:52,23/06/2016 13:36,AUDCHF,Buy,0.01,0.00000,0.72521,0.72421,0.72521,0.0000,0.6800,10.0,1.38,0.00,"[tp]",0,22:07:44:00,0.2,1h 7m,201.2,20.12,10.0,0.7000000000000001,-201.2,-14.084000000000001,4.7,100.0,0.00,0.00
,21624154,01/06/2016 05:52,23/06/2016 13:36,AUDCHF,Buy,0.01,0.00000,0.72520,0.72420,0.72520,0.0000,0.6800,10.0,1.38,0.00,"[tp]",0,22:07:44:09,0.2,1h 7m,201.1,20.12,10.0,0.7000000000000001,-201.1,-14.077000000000002,4.7,100.0,0.00,0.00
,22396395,07/06/2016 15:32,23/06/2016 13:36,AUDCHF,Buy,0.02,0.00000,0.72500,0.72028,0.72506,0.0000,0.9300,47.8,7.63,0.00,"jay",0,15:22:04:26,4.1,15h 39m,165.9,3.39,47.8,6.692,-161.9,-22.666000000000004,22.8,100.0,0.00,0.00
,21983928,01/06/2016 16:29,23/06/2016 13:36,AUDCHF,Buy,0.01,0.00000,0.72500,0.71597,0.72506,0.0000,0.6700,90.9,7.04,0.00,"from #21712348",0,21:21:07:20,41.9,9d 4h ,179.3,1.31,90.9,6.363000000000001,-118.8,-8.316,43.3,100.0,0.00,0.00
,21630423,01/06/2016 07:16,23/06/2016 13:36,AUDCHF,Buy,0.01,0.00000,0.72494,0.72394,0.72496,0.0000,0.6800,10.2,1.39,0.00,"jay",0,22:06:20:28,0.2,1h 7m,198.5,19.49,10.2,0.714,-198.5,-13.895000000000001,4.9,100.0,0.00,0.00
,24629021,23/06/2016 12:45,23/06/2016 13:33,AUDCHF,Buy,0.01,0.00000,0.00000,0.72300,0.72400,0.0000,0.0000,10.0,0.70,0.00,"jay",0,00:00:47:52,56.3,26m,8.2,0.56,14.7,1.0290000000000001,-8.2,-0.574,64.2,79.5,-4.70,-0.33
,21645641,01/06/2016 09:11,23/06/2016 12:19,AUDCHF,Buy,0.01,0.00000,0.72400,0.72300,0.72400,0.0000,0.6800,10.0,1.39,0.00,"[tp]",0,22:03:08:16,0.2,1h 6m,189.1,12.36,15.3,1.0710000000000002,-189.1,-13.237,7.5,97.4,-5.30,-0.37
,21618024,01/06/2016 08:26,23/06/2016 12:19,AUDCHF,Buy,0.01,0.00000,0.72395,0.72295,0.72397,0.0000,0.6800,10.2,1.40,0.00,"[tp]",0,22:03:52:22,0.2,1h 7m,188.6,11.95,15.8,1.106,-188.6,-13.202000000000002,7.7,97.3,-5.60,-0.39
,21645631,01/06/2016 09:11,23/06/2016 12:19,AUDCHF,Buy,0.01,0.00000,0.72397,0.72297,0.72397,0.0000,0.6800,10.0,1.39,0.00,"[tp]",0,22:03:08:19,0.2,1h 6m,188.8,12.11,15.6,1.092,-188.8,-13.216000000000003,7.6,97.3,-5.60,-0.39
,21645623,01/06/2016 09:10,23/06/2016 12:19,AUDCHF,Buy,0.01,0.00000,0.72397,0.72297,0.72397,0.0000,0.6800,10.0,1.39,0.00,"[tp]",0,22:03:08:22,0.2,1h 6m,188.8,12.11,15.6,1.092,-188.8,-13.216000000000003,7.6,97.3,-5.60,-0.39
,21618022,01/06/2016 09:29,23/06/2016 12:17,AUDCHF,Buy,0.01,0.00000,0.72300,0.72198,0.72304,0.0000,0.6800,10.6,1.43,0.00,"[tp]",0,22:02:47:45,0.5,2h 39m,179.3,7.02,25.5,1.7850000000000001,-178.9,-12.523000000000001,12.5,92.7,-14.90,-1.04
,24560409,23/06/2016 06:49,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71900,0.72246,0.0000,0.0000,0.0,0.00,0,"jay",0,00:03:31:24,,,,,,,,,,,,
,24560447,23/06/2016 06:49,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71800,0.72243,0.0000,0.0000,0.0,0.00,0,"jay",0,00:03:31:02,,,,,,,,,,,,
,24560431,23/06/2016 06:49,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71900,0.72245,0.0000,0.0000,0.0,0.00,0,"jay",0,00:03:31:11,,,,,,,,,,,,
,24560423,23/06/2016 06:49,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71900,0.72245,0.0000,0.0000,0.0,0.00,0,"jay",0,00:03:31:16,,,,,,,,,,,,
,24575137,23/06/2016 08:52,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.72000,0.72240,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:01:28:20,,,,,,,,,,,,
,24560468,23/06/2016 06:49,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71800,0.72240,0.0000,0.0000,0.0,0.00,0,"jay",0,00:03:30:50,,,,,,,,,,,,
,24560455,23/06/2016 06:49,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71800,0.72242,0.0000,0.0000,0.0,0.00,0,"jay",0,00:03:30:56,,,,,,,,,,,,
,24583513,23/06/2016 09:19,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.72100,0.72237,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:01:01:13,,,,,,,,,,,,
,24575169,23/06/2016 08:52,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.72000,0.72237,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:01:28:08,,,,,,,,,,,,
,24575155,23/06/2016 08:52,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.72000,0.72237,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:01:28:13,,,,,,,,,,,,
,24583569,23/06/2016 09:19,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.72100,0.72237,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:01:00:58,,,,,,,,,,,,
,24583546,23/06/2016 09:19,23/06/2016 10:20,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.72100,0.72237,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:01:01:04,,,,,,,,,,,,
,21656526,01/06/2016 10:28,23/06/2016 09:11,AUDCHF,Buy,0.01,0.00000,0.72212,0.72112,0.72215,0.0000,0.6800,10.3,1.41,0.00,"[tp]",0,21:22:43:30,1.4,7h 22m,179.3,16.56,10.3,0.7210000000000001,-170.3,-11.921000000000001,5.7,100.0,0.00,0.00
,21656529,01/06/2016 10:28,23/06/2016 09:11,AUDCHF,Buy,0.01,0.00000,0.72213,0.72113,0.72215,0.0000,0.6800,10.2,1.40,0.00,"[tp]",0,21:22:43:23,1.4,7h 22m,179.3,16.72,10.2,0.714,-170.4,-11.928,5.6,100.0,0.00,0.00
,21656518,01/06/2016 10:28,23/06/2016 09:11,AUDCHF,Buy,0.01,0.00000,0.72211,0.72111,0.72211,0.0000,0.6800,10.0,1.39,0.00,"[tp]",0,21:22:43:35,1.5,7h 54m,179.3,17.04,10.0,0.7000000000000001,-170.2,-11.914,5.5,100.0,0.00,0.00
,21618016,01/06/2016 10:20,23/06/2016 08:36,AUDCHF,Buy,0.01,0.00000,0.72205,0.72105,0.72207,0.0000,0.6800,10.2,1.40,0.00,"[tp]",0,21:22:15:51,1.5,7h 53m,179.3,16.64,10.2,0.714,-169.6,-11.872,5.7,100.0,0.00,0.00
,22390788,07/06/2016 14:43,23/06/2016 08:15,AUDCHF,Buy,0.01,0.00000,0.00000,0.72073,0.72177,0.0000,0.5100,10.4,1.24,0.00,"jay test",0,15:17:31:57,2.0,7h 33m,166.4,14.86,11.2,0.784,-166.4,-11.648000000000001,6.3,99.5,-0.80,-0.06
,24542229,23/06/2016 04:13,23/06/2016 06:48,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71800,0.72124,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:02:35:16,,,,,,,,,,,,
,24542207,23/06/2016 04:13,23/06/2016 06:48,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71800,0.72123,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:02:35:24,,,,,,,,,,,,
,24542273,23/06/2016 04:13,23/06/2016 06:48,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71900,0.72123,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:02:34:51,,,,,,,,,,,,
,24542265,23/06/2016 04:13,23/06/2016 06:48,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71900,0.72123,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:02:34:57,,,,,,,,,,,,
,24542239,23/06/2016 04:13,23/06/2016 06:48,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71800,0.72124,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:02:35:09,,,,,,,,,,,,
,24542286,23/06/2016 04:13,23/06/2016 06:48,AUDCHF,Buy Limit,0.01,0.00000,0.00000,0.71900,0.72123,0.0000,0.0000,0.0,0.00,0,"cancelled",0,00:02:34:44,,,,,,,,,,,,
,22344100,07/06/2016 11:14,23/06/2016 04:12,AUDCHF,Buy,0.01,0.00000,0.00000,0.72000,0.72133,0.0000,0.5100,13.3,1.45,0.00,"jet some",0,15:16:58:08,2.6,9h 50m,165.6,9.57,16.6,1.1620000000000001,-158.8,-11.116000000000001,9.5,98.1,-3.30,-0.23
,22344020,07/06/2016 11:14,23/06/2016 04:12,AUDCHF,Buy,0.01,0.00000,0.00000,0.72000,0.72133,0.0000,0.5100,13.3,1.45,0.00,"jet some",0,15:16:58:08,2.6,9h 50m,165.6,9.57,16.6,1.1620000000000001,-158.8,-11.116000000000001,9.5,98.1,-3.30,-0.23
,24392394,22/06/2016 16:25,23/06/2016 04:12,AUDCHF,Buy,0.01,0.00000,0.00000,0.71900,0.72135,0.0000,0.0800,23.5,1.73,0.00,"jay",0,00:11:46:55,65.5,7h 43m,22.5,0.62,28.7,2.0090000000000003,-17.9,-1.2530000000000001,61.6,88.8,-5.20,-0.36
,24392337,22/06/2016 16:25,23/06/2016 04:12,AUDCHF,Buy,0.01,0.00000,0.00000,0.71900,0.72133,0.0000,0.0800,23.3,1.72,0.00,"jay",0,00:11:46:55,65.5,7h 43m,22.5,0.62,28.7,2.0090000000000003,-17.9,-1.2530000000000001,61.6,88.4,-5.40,-0.38
,22344132,07/06/2016 11:14,23/06/2016 04:12,AUDCHF,Buy,0.01,0.00000,0.00000,0.72000,0.72133,0.0000,0.5100,13.3,1.45,0.00,"jet some",0,15:16:58:07,2.6,9h 50m,165.6,9.57,16.6,1.1620000000000001,-158.8,-11.116000000000001,9.5,98.1,-3.30,-0.23
,24387467,22/06/2016 16:53,22/06/2016 17:58,AUDCHF,Buy,0.01,0.00000,0.00000,0.71800,0.71909,0.0000,0.0000,10.9,0.78,0.00,"jay",0,00:01:04:21,92.4,59m,8.6,0.46,17.3,1.211,-7.9,-0.553,68.7,74.6,-6.40,-0.45
,24387458,22/06/2016 16:53,22/06/2016 17:58,AUDCHF,Buy,0.01,0.00000,0.00000,0.71800,0.71909,0.0000,0.0000,10.9,0.77,0.00,"jay",0,00:01:04:21,92.4,59m,8.6,0.46,17.3,1.211,-7.9,-0.553,68.7,74.6,-6.40,-0.45
,24387471,22/06/2016 16:53,22/06/2016 17:58,AUDCHF,Buy,0.01,0.00000,0.00000,0.71800,0.71909,0.0000,0.0000,10.9,0.77,0.00,"jay",0,00:01:04:21,92.4,59m,8.6,0.46,17.3,1.211,-7.9,-0.553,68.7,74.6,-6.40,-0.45
,24352403,22/06/2016 09:53,22/06/2016 15:18,AUDCHF,Buy,0.01,0.00000,0.00000,0.71870,0.71996,0.0000,0.0000,12.6,0.89,0.00,"jay",0,00:05:24:24,44.4,2h 24m,14.0,0.54,17.3,1.211,-9.4,-0.6580000000000001,64.8,82.4,-4.70,-0.33
,24170796,21/06/2016 16:35,22/06/2016 15:03,AUDCHF,Buy,0.01,0.00000,0.71986,0.71795,0.71986,0.0000,0.0300,19.1,1.38,0.00,"jay",0,00:22:28:14,33.9,7h 37m,43.4,1.71,20.1,1.4070000000000003,-34.4,-2.408,36.9,98.2,-1.00,-0.07
,24228907,21/06/2016 15:42,22/06/2016 15:02,AUDCHF,Buy,0.01,0.00000,0.71983,0.71866,0.71983,0.0000,0.0300,11.7,0.86,0.00,"jay",0,00:23:19:53,13.6,3h 10m,46.3,3.19,13.0,0.9100000000000001,-41.5,-2.9050000000000002,23.9,97.6,-1.30,-0.09
,24170761,21/06/2016 16:35,22/06/2016 15:02,AUDCHF,Buy,0.01,0.00000,0.71979,0.71795,0.71979,0.0000,0.0300,18.4,1.33,0.00,"jay",0,00:22:27:06,33.9,7h 36m,43.4,1.71,20.1,1.4070000000000003,-34.4,-2.408,36.9,96.9,-1.70,-0.12
,24170740,21/06/2016 16:35,22/06/2016 15:02,AUDCHF,Buy,0.01,0.00000,0.71979,0.71795,0.71979,0.0000,0.0300,18.4,1.33,0.00,"jay",0,00:22:27:06,33.9,7h 36m,43.4,1.71,20.1,1.4070000000000003,-34.4,-2.408,36.9,96.9,-1.70,-0.12
,24170661,21/06/2016 16:35,22/06/2016 15:02,AUDCHF,Buy,0.01,0.00000,0.71979,0.71795,0.71979,0.0000,0.0300,18.4,1.33,0.00,"jay",0,00:22:27:06,33.9,7h 36m,43.4,1.71,20.1,1.4070000000000003,-34.4,-2.408,36.9,96.9,-1.70,-0.12
,24170930,21/06/2016 17:41,22/06/2016 09:32,AUDCHF,Buy,0.01,0.00000,0.71860,0.71700,0.71861,0.0000,0.0300,16.1,1.17,0.00,"jay",0,00:15:51:08,64.8,10h 16m,24.9,1.31,19.0,1.33,-24.9,-1.743,43.3,93.4,-2.90,-0.20
,24170624,21/06/2016 17:41,22/06/2016 09:32,AUDCHF,Buy,0.01,0.00000,0.71860,0.71700,0.71861,0.0000,0.0300,16.1,1.17,0.00,"jay",0,00:15:51:08,64.8,10h 16m,24.9,1.31,19.0,1.33,-24.9,-1.743,43.3,93.4,-2.90,-0.20
,24324295,22/06/2016 03:43,22/06/2016 09:32,AUDCHF,Buy,0.01,0.00000,0.71860,0.71705,0.71861,0.0000,0.0000,15.6,1.10,0.00,"[tp]",0,00:05:49:06,57.4,3h 20m,20.0,0.80,17.3,1.211,-13.9,-0.9730000000000001,55.4,94.6,-1.70,-0.12
,24001966,21/06/2016 17:57,21/06/2016 19:35,AUDCHF,Buy,0.01,0.00000,0.00000,0.71500,0.71703,0.0000,0.0000,20.3,1.44,0.00,"jay",0,00:01:38:00,92.9,1h 31m,8.5,0.21,23.7,1.659,-4.9,-0.3430000000000001,82.9,88.1,-3.40,-0.24
,24001857,21/06/2016 17:57,21/06/2016 19:35,AUDCHF,Buy,0.01,0.00000,0.00000,0.71500,0.71703,0.0000,0.0000,20.3,1.44,0.00,"jay",0,00:01:38:00,92.9,1h 31m,8.5,0.21,23.7,1.659,-4.9,-0.3430000000000001,82.9,88.1,-3.40,-0.24
,24001986,21/06/2016 17:57,21/06/2016 19:35,AUDCHF,Buy,0.01,0.00000,0.00000,0.71500,0.71703,0.0000,0.0000,20.3,1.44,0.00,"jay",0,00:01:37:59,92.9,1h 31m,8.5,0.21,23.7,1.659,-4.9,-0.3430000000000001,82.9,88.1,-3.40,-0.24
,24171046,21/06/2016 17:43,21/06/2016 19:35,AUDCHF,Buy,0.01,0.00000,0.00000,0.71600,0.71703,0.0000,0.0000,10.3,0.74,0.00,"jay",0,00:01:51:46,48.3,53m,15.1,1.09,13.7,0.9590000000000001,-14.9,-1.0430000000000001,47.9,88.1,-3.40,-0.24
,24171091,21/06/2016 17:43,21/06/2016 19:35,AUDCHF,Buy,0.01,0.00000,0.00000,0.71600,0.71703,0.0000,0.0000,10.3,0.73,0.00,"jay",0,00:01:51:45,48.3,53m,15.1,1.09,13.7,0.9590000000000001,-14.9,-1.0430000000000001,47.9,88.1,-3.40,-0.24
,24215384,21/06/2016 14:54,21/06/2016 15:19,AUDCHF,Buy,0.01,0.00000,0.72000,0.71868,0.72002,0.0000,0.0000,13.4,0.95,0.00,"jay[tp]",0,00:00:25:31,88.0,22m,5.0,0.33,15.3,1.0710000000000002,-5.0,-0.35000000000000003,75.4,90.6,-1.90,-0.13
,24215457,21/06/2016 14:54,21/06/2016 15:19,AUDCHF,Buy,0.01,0.00000,0.72000,0.71873,0.72002,0.0000,0.0000,12.9,0.91,0.00,"jay[tp]",0,00:00:25:11,88.0,22m,5.5,0.37,14.8,1.0360000000000003,-5.5,-0.385,72.9,90.6,-1.90,-0.13
,24215489,21/06/2016 14:54,21/06/2016 15:19,AUDCHF,Buy,0.01,0.00000,0.72000,0.71874,0.72002,0.0000,0.0000,12.8,0.90,0.00,"jay[tp]",0,00:00:25:02,84.0,21m,5.6,0.38,14.7,1.0290000000000001,-5.6,-0.392,72.4,90.6,-1.90,-0.13
,24171175,21/06/2016 10:59,21/06/2016 12:05,AUDCHF,Buy,0.01,0.00000,0.00000,0.71903,0.72003,0.0000,0.0000,10.0,0.71,0.00,"",0,00:01:05:14,48.5,31m,9.8,0.62,10.8,0.7560000000000001,-6.7,-0.4690000000000001,61.7,95.4,-0.80,-0.06
,22421737,08/06/2016 02:47,21/06/2016 12:02,AUDCHF,Buy,0.01,0.00000,0.00000,0.71900,0.71998,0.0000,0.3700,9.8,1.07,0.00,"jay",0,13:09:14:57,1.6,5h 10m,155.2,15.22,9.8,0.6860000000000002,-149.1,-10.437000000000001,6.2,100.0,0.00,0.00
,22421768,08/06/2016 02:47,21/06/2016 12:02,AUDCHF,Buy,0.01,0.00000,0.00000,0.71900,0.72000,0.0000,0.3700,10.0,1.07,0.00,"jay",0,13:09:14:56,1.6,5h 10m,155.2,14.93,10.0,0.7000000000000001,-149.1,-10.437000000000001,6.3,100.0,0.00,0.00
,22421752,08/06/2016 02:47,21/06/2016 12:02,AUDCHF,Buy,0.01,0.00000,0.00000,0.71900,0.71998,0.0000,0.3700,9.8,1.06,0.00,"jay",0,13:09:14:56,1.6,5h 10m,155.2,15.22,9.8,0.6860000000000002,-149.1,-10.437000000000001,6.2,100.0,0.00,0.00
,22682939,09/06/2016 15:00,21/06/2016 12:02,AUDCHF,Buy,0.03,0.00000,0.72000,0.71509,0.72000,0.0000,0.8000,49.1,11.20,0.00,"jay Demand Zone",0,11:21:02:27,13.5,1d 14h ,133.2,2.24,49.1,10.311,-110.0,-23.099999999999998,30.9,100.0,0.00,0.00
,23299602,14/06/2016 10:23,21/06/2016 12:02,AUDCHF,Buy,0.01,0.00000,0.72000,0.70999,0.72000,0.0000,0.2000,100.1,7.26,0.00,"from #21753784",0,07:01:39:48,79.7,5d 15h ,105.3,0.59,100.1,7.007000000000001,-59.0,-4.130000000000001,62.9,100.0,0.00,0.00
,22344862,08/06/2016 04:57,21/06/2016 10:56,AUDCHF,Buy,0.01,0.00000,0.00000,0.71798,0.71939,0.0000,0.3700,14.1,1.37,0.00,"jet some",0,13:05:58:46,4.6,14h 37m,155.2,8.12,17.1,1.1970000000000003,-138.9,-9.723,11.0,98.1,-3.00,-0.21
,22344946,08/06/2016 04:57,21/06/2016 10:56,AUDCHF,Buy,0.01,0.00000,0.00000,0.71798,0.71939,0.0000,0.3700,14.1,1.37,0.00,"jet some",0,13:05:58:45,4.6,14h 37m,155.2,8.12,17.1,1.1970000000000003,-138.9,-9.723,11.0,98.1,-3.00,-0.21
,22344906,08/06/2016 04:57,21/06/2016 10:56,AUDCHF,Buy,0.01,0.00000,0.00000,0.71798,0.71939,0.0000,0.3700,14.1,1.37,0.00,"jet some",0,13:05:58:45,4.6,14h 37m,155.2,8.12,17.1,1.1970000000000003,-138.9,-9.723,11.0,98.1,-3.00,-0.21
,23970445,20/06/2016 12:06,21/06/2016 08:52,AUDCHF,Buy,0.01,0.00000,0.00000,0.71683,0.71784,0.0000,0.0300,10.1,0.74,0.00,"Nor",0,00:20:45:31,73.1,15h 10m,23.1,0.81,28.6,2.0020000000000002,-23.1,-1.6170000000000002,55.3,64.2,-18.50,-1.30
,22536301,08/06/2016 16:34,21/06/2016 06:02,AUDCHF,Buy,0.01,0.00000,0.00000,0.71702,0.71818,0.0000,0.3700,11.6,1.20,0.00,"jay",0,12:13:28:09,6.3,18h 59m,148.1,4.84,26.7,1.8690000000000002,-129.3,-9.051000000000002,17.1,90.3,-15.10,-1.06
